id,station_name,stream_url,description,logo,genres,language,website,facebook,twitter,wikipedia,contact_address,contact_phone,contact_email,contact_additional,country_code
55,"Radio FamaStar",http://178.32.62.172:8527/stream,"Radio FamaStar is an online radio station from Luanda, Angola, providing Kizomba-Zouks, Sambas, House, Soukouss, Salsas and Gospel music. A 24/24 radio station!",https://cdn.onlineradiobox.com/img/logo/8/31688.v2.png,"gospel,salsa",Portuguese,http://www.radiofamastar.com/,https://www.facebook.com/RFSLocutor,https://twitter.com/FamaStar,,,"Telefone: +44 7585 90 6243","Email: RADIOFAMASTARINFO@YAHOO.COM",,ao
56,"RFI Português",http://live02.rfi.fr/rfienportugais-64.mp3,"Página oficial do serviço em português (África)",https://cdn.onlineradiobox.com/img/logo/4/37794.png,"pop,news,talk",Portuguese,http://pt.rfi.fr/,https://www.facebook.com/RFIpt/,,https://en.wikipedia.org/wiki/Radio_France_Internationale,,,,,ao
57,"RNA - Canal A",rtmp://radio.rna.ao/live/radiofmstereo/radiofmstereo,"Radio Nacional de Angola - Canal A is a broadcast radio station in Luanda, Angola, providing News, Sports and Culture programs in Portuguese, English, French, Spanish, and major local languages throughout Angola on a variety of frequencies as a service of Angola&#39;s government.",https://cdn.onlineradiobox.com/img/logo/2/31682.png,"pop,talk",Portuguese,http://www.rna.ao/canal-a,https://www.facebook.com/rnangola,https://twitter.com/rnangola,https://en.wikipedia.org/wiki/Rádio_Nacional_de_Angola,,,,,ao
58,"Radio Viciana",http://viciana.no-ip.org:8000/;,"Viciana Radio Broadcasting program&#39;s start by 11.09.2005. At first only two hours of the program after a short time the program expanded and began broadcasting without interruption. Viciana Now Radio is not only a music channel that tranmseton English, but has become an integral part of many Albanian families around the world. The large number of listeners who hear them anytime has made ​​Radio Viciana be heard Albanian Radio on the Internet, and for this they are grateful to You for your loyalty.",https://cdn.onlineradiobox.com/img/logo/6/31696.v3.png,"talk,folk",Portuguese,https://www.radioviciana.de/,https://www.facebook.com/RadioViciana-Gjermani-1622704994681748/,https://twitter.com/radioviciana,,,"Telefone: +49 2841 9998699","Email:  radioviciana@hotmail.de",,ao
59,"Ebnezer Radio",http://38.107.243.188:8256/;,"A Ebnezer Rádio, é um projecto do Ministério El Shalom-Igreja Cristã, sediada na cidade do Lubango em Angola.

	Mostrar mais",https://cdn.onlineradiobox.com/img/logo/3/31703.v2.png,"christian,gospel",Portuguese,http://ebnezerradio.org/,https://www.facebook.com/shalomlubango/,https://twitter.com/EbnezerRadio,,"Endereço:  Rua Principal da Mitcha, depois da Ponte da Minhota, lado direito","Telefone: + (244) 947 592 773","Email: geral@ebnezerradio.org",,ao
60,"Radio Jet7 Angola",http://37.59.28.208:8616/stream,"A Rádio Jet7 Angola é uma estação de rádio online, constituída por uma equipa jovem e dinâmica, atenta às novas tendências e lançamentos musicais quer de artistas angolanos, quer de músicos de outros países africanos.",https://cdn.onlineradiobox.com/img/logo/1/72491.v2.png,"pop,talk,hits",Portuguese,http://www.jet7angola.com/,https://www.facebook.com/jet7angola/,,,,,"Email:  info@jet7angola.com",,ao
61,"Kwanza Radio",http://198.154.112.230:8034/stream?.wma,"A RADIO KWANZA, é uma estaçåo emissora do Grupo OLVi",https://cdn.onlineradiobox.com/img/logo/7/32267.png,"pop,talk,african",Swahili,http://mixlr.com/radio-kwanza/,https://www.facebook.com/RadioKwanza,https://twitter.com/radiokwanza,,,,,,ao
62,"Radio Ecclesia",http://comunicamundi.net/live/recclesia.html,"Radio Ecclesia is a broadcast radio station from Luanda, Angola, providing Catholic Education, News and Entertainment.",https://cdn.onlineradiobox.com/img/logo/5/31685.v2.png,"christian,gospel,education,entertainment",Portuguese,http://www.radioecclesia.org/,https://www.facebook.com/Amigos-da-Rádio-Ecclesia-146376838766669/,,,"Endereço:  Rua Commandante Bula N.º 118 São Paulo Luanda Angola C.P. 3579","Telefone: +244 222 447153","Email: info@radioecclesia.org",,ao
63,"CAPP FM",http://cappfm.ice.infomaniak.ch/cappfm-96.mp3,"CAPP FM, La Radio du Succès est une station privée commerciale implantée à Cotonou au Bénin",https://cdn.onlineradiobox.com/img/logo/5/34405.png,"pop,news,talk,folk",French,http://cappfm.com/,https://www.facebook.com/radiocappfm/,https://twitter.com/cappfm,,,,,,bj
64,ORTB,https://listen.radioking.com/radio/47608/stream/84430,"L&#39;Office de Radiodiffusion et Télévision du Bénin (ORTB) est un établissement public à caractères social, culturel et scientifique doté de la personnalité morale et de l’autonomie financière. L’ORTB relève de la tutelle administrative du Ministère chargé de la Communication. Il est dirigé par un Conseil d’Administration dont les membres sont nommés par décret présidentiel. Le Conseil d’Administration est investi des pouvoirs les plus étendus pour agir en toute circonstance au nom de l’Office dans les limites de son objet social.",https://cdn.onlineradiobox.com/img/logo/4/34414.v1.png,"pop,news,top40",French,http://www.ortb.bj/,https://www.facebook.com/ortbinfo/,,,"Adresse: BP 366 Route de l&#39;aéroport Cotonou Bénin","Numéro de téléphone: +229 21 30 10 96 / 21 30 06 28","Email:  contact@ortb.bj",,bj
65,"Radio Tokpa",http://radiotokpa.ice.infomaniak.ch/radiotokpa-64.mp3,"Etre une radio de développement au service de nos communautes",https://cdn.onlineradiobox.com/img/logo/7/54197.v9.png,"news,talk,african",French,http://www.radiotokpa.net/,https://www.facebook.com/www.radiotokpa.net/,,,,"Numéro de téléphone: +229 21 31 45 32","Email: tokpafm99@yahoo.fr",,bj
66,"Radio Maranatha",http://stream2.servercristianonetwork.com:8096/;stream.mp3,"RADIO MARANATHA FM 103.10 is a broadcast radio station from Cotonou, Benin providing Christian Religious Gospel music and talks.",https://cdn.onlineradiobox.com/img/logo/8/34398.v3.png,"christian,gospel,religious,prayer",French,http://www.maranathabenin.org/,,,,,,,,bj
67,"Radio Immaculée Conception",http://37.187.90.196:8981/stream,"Radio Immaculée Conception (RIC) est la radio catholique du Bénin. Elle est gérée par la congrégation religieuse des Franciscains de l’Immaculée, qui l’animent et la conduisent 24/24 heures. Son but c’est d’informer et de former les personnes à la lumière des valeurs éternelles et universelles de l’évangile. Cotonou : 98,7 Mhz Allada : 101,3 Mhz Abomey : 100,9 Mhz Dassa-Zoumé : 107,3 MHz Parakou : 93,3 MHz Bembéréké : 100,8 MHz Djougou : 89,1 MHz Natitingou : 93,1 MHz",https://cdn.onlineradiobox.com/img/logo/3/34393.v3.png,"christian,gospel,religious,prayer",French,http://ric.immacolata.com/,,https://twitter.com/satricbenin,,,,,,bj
68,"Radio Waka Waka",http://sv3.vestaradio.com:4760/;stream.mp3,"Radio Waka Waka est la 1ère Webradio associative en Afrique qui offre une plateforme d&#39;écoute &amp; téléchargement d&#39;émissions phares de radios FM sous forme de podcast. Elle développe des outils pour faire des auditeurs, les nouveaux acteurs des contenus qu&#39;ils écoutent.",https://cdn.onlineradiobox.com/img/logo/5/50985.png,"pop,news,talk",French,http://radio_waka_waka.vestaradio.com/,,,,,,,,bj
69,"Yarona FM",http://capeant.antfarm.co.za:8000/yarona,"Yarona FM is a Botswana FM radio based in Gaborone with a core broadcast audience of youth (age 14), with a spill out to ages 35. The network plays a relatively freeform mix of indie music, including rock, pop, alternative hip hop, motswako and electronic music.",https://cdn.onlineradiobox.com/img/logo/4/29474.v2.png,"rock,pop,hip-hop,top40",Tswana,http://www.yaronafm.co.bw/,https://www.facebook.com/pages/Yarona-FM/119710141409115?fref=ts,https://twitter.com/TheRealYaronaFM,https://en.wikipedia.org/wiki/File:Yarona_fm_new_logo.jpg,,,,,bw
70,"Gabz FM",http://fmt01.egihosting.com:17721/;,"Gabz FM is a broadcast radio station in Gaborone, Botswana, providing Urban Adult Contemporary music on a variety of frequencies throughout the country.",https://cdn.onlineradiobox.com/img/logo/0/29470.png,"adult contemporary",Tswana,http://www.gabzfm.com/,https://www.facebook.com/Gabzfm-News-192430994115607/,https://twitter.com/gabzfmnews,,,,,,bw
71,"JazzySoul Radio Nata",http://209.95.50.189:8015/;stream.nsv,"Welcome to JazzySoul Radio .Nata with Dj JazzyPete .We are on a mission to get great African and Botswana music Vibes , Neosoul , Soul , R&amp;B, Jazz broadcasted to the world . Programs by international Dj / Dj JazzyPete Broadcasting from the Amazing Nata Botswana , Africa",https://cdn.onlineradiobox.com/img/logo/3/73373.v3.png,"r&#39,n&#39,b,jazz,soul,african",Tswana,https://jazzysoulradio.wixsite.com/djjazzypete,https://www.facebook.com/JSRNATA,,,"Address: Po Box 226 Nata Botswana",,,,bw
72,"Radio Omega",http://37.187.112.148:8000/stream,"Radio Omega FM Ouagadougou Live Online Stream from Burkina, Radio Omega FM Ouaga is the providing the awesome station’s Programming Department and with its numerous customers. 
	Afficher plus",https://cdn.onlineradiobox.com/img/logo/5/35165.v2.png,"pop,news,talk,folk",French,http://www.omegabf.net/,https://www.facebook.com/RadioOmegafmOfficiel,https://twitter.com/radiosomega,,"Adresse: Situé 4e étage du Centre Commercial Ouaga 2000 Ouagadougou 02 BP 5801 Ouaga 02","Numéro de téléphone: +226 25 37 59 67","Email: ouaga@omegabf.net","WhatsApp: 63641313",bf
73,"Savane FM",http://stream.zenolive.com/qgfu606fnv5tv,"Radio Généraliste du Burkina Fasso. Informations et programmes de proximité accompagnés par de la musique folklorique, mandingue, sénégalaise, de la salsa, du High life, de la Rumba, de la Biguine et du Zouk.",https://cdn.onlineradiobox.com/img/logo/8/35168.v3.png,"pop,news,talk,folk",French,http://www.savanefm.net/,https://www.facebook.com/SAVANE-FM-169972689764158/,,,"Adresse: 1676 Avenue de la Dignité - Secteur 17 - Ouagadougou Ouagadougou Kadiogo 01 BP 500 Burkina Faso","Numéro de téléphone: 70300612","Email: contact@savanefm.net",,bf
74,"Radio Maria",http://dreamsiteradiocp2.com:8050/;stream.nsv,"Radio Maria est un instrument de la nouvelle évangélisation mis au service de l&#39;Eglise du troisième millénaire,comme radio catholique engagée dans l&#39;annonce de la conversion à travers un large programme qui offre un large espace à la prière, à la catéchèse et à la promotion humaine. Les points fondamentaux de son apostolat sont la confiance dans la divine providence et la dépendance du bénévolat.",https://cdn.onlineradiobox.com/img/logo/0/35450.v2.png,"christian,gospel,religious,preaching",French,http://www.radiomariaburkinafaso.org/,https://www.facebook.com/radiomariaburkina,,https://en.wikipedia.org/wiki/Radio_Maria,"Adresse: Koupéla, Kadiogo, Burkina Faso","Numéro de téléphone: 0026 24700565","Email: info.bur@radiomaria.org",,bf
75,"Burkina24 Radio",http://majestic.wavestreamer.com:9748/Live/;,"L&#39;actualité du Burkina Faso et de l&#39;Afrique 24h/24",https://cdn.onlineradiobox.com/img/logo/3/35163.v1.png,"pop,news,talk",French,http://radiob24.com/,https://www.facebook.com/Burkina24Radio/,https://twitter.com/burkina24,,,,"Email: info@Burkina24.com",https://plus.google.com/+burkina24,bf
76,"Radio Pulsar",http://pulsarouagadougou.ice.infomaniak.ch/pulsarouagadougou-64.mp3,"RADIO PULSAR Ouagadougou est installée au cœur de la capitale, à deux pas de l&#39;avenue Kwamé N&#39;Krumah.",https://cdn.onlineradiobox.com/img/logo/7/35317.png,"pop,news,talk",French,http://www.monpulsar.com/,https://www.facebook.com/Pulsarouaga/,,,,,,,bf
77,"Radio Isanganiro",http://isanganiro.ice.infomaniak.ch/isanganiro-64.mp3,"La Radio Isanganiro est née 18 Novembre 2002 comme projet d&#39;une association sans but lucratif dénommée Ijambo. Elle est une meilleurs station de la capitale",https://cdn.onlineradiobox.com/img/logo/2/35222.png,"pop,news,talk",French,http://www.isanganiro.org/,https://www.facebook.com/Isanganiro,https://twitter.com/RadioIsanganiro,,,,,,bi
78,"RTMB Chaine 1",http://41.79.226.195:8000/stream,"La Radio-Télévision nationale du Burundi est un groupe audiovisuel de service public placé sous la tutelle du ministère de la Communication du Burundi.",https://cdn.onlineradiobox.com/img/logo/1/35451.v4.png,"news,talk,education,politics",Akan,http://www.rtnb.bi/fr/index.php,,,https://fr.wikipedia.org/wiki/Radio-Télévision_nationale_du_Burundi,"Adresse: 12 Avenue 13 Octobre | BP 1900 Bujumbura Burundi","Numéro de téléphone: +257 22 22 35 85","Email: rtnb@rtnb.bi","+257 22 216 559",bi
79,"Radio Bonesha FM",http://ample-zeno-02.radiojar.com/0u66fps35umtv,"Informations, émissions , musique",https://cdn.onlineradiobox.com/img/logo/8/35178.png,"pop,news,talk,top40",French,http://bonesha.bi/,https://www.facebook.com/boneshaswahili,https://twitter.com/BoneshaFM,,,,,,bi
80,"Radio Maria",http://dreamsiteradiocp2.com:8080/;,"Radio Maria entend aussi être un instrument de consolation, en offrant une parole de réconfort aux malades, aux personnes seules, aux souffrants dans le corps et dans l’esprit, aux détenus et aux personnes âgées.

	Afficher plus",https://cdn.onlineradiobox.com/img/logo/5/35175.v2.png,"christian,gospel,religious,prayer",French,http://www.radiomaria.bi/,https://www.facebook.com/rmaria.burundi.9,,https://en.wikipedia.org/wiki/Radio_Maria,"Adresse: B.P: 2106 BUJUMBURA-BURUNDI","Numéro de téléphone:  +257 22 23 98 79","Email: administrator.bdi@radiomaria.org",,bi
81,"Radio Fo-Fe",http://cast.thiff.com:8012/stream,"Fondation FEMIDEJABAT au Service du Peuple et de la Nation",https://cdn.onlineradiobox.com/img/logo/1/73531.v2.png,folk,French,https://www.fondationfemidejabat.com/,https://www.facebook.com/Fo-Fe-Fondation-Femidejabat-223530335001121/,,,"Adresse: Bujumbura",,"Email: kookkpro@gmail.com",,bi
82,Rpa,http://pointers.audiovideoweb.com/stcasx/7c3winlive2014/play.asx,"Depuis le 5 Mars 2001, Radio Publique Africaine (RPA) a conquis ses lettres de noblesse dans le paysage médiatique burundais. Pour le moment, elle couvre tout le territoire burundais sauf les provinces méridionales de Bururi et Makamba. Ses ondes balaient également le Rwanda, l’Est de la RDC et à l’Ouest de la Tanzanie.
 
	Afficher plus",https://cdn.onlineradiobox.com/img/logo/4/35314.png,"pop,news,talk,folk",French,http://www.rpa.bi/,https://www.facebook.com/Rpa-1733229500236656/,https://twitter.com/radio_rpa,,,,,,bi
83,"Radio Ndeke Luka",http://stream.radiondekeluka.org:8001/ndekeluka,"Radio Ndeke Luka est la radio généraliste préférée des centrafricains en partenariat avec la Fondation Hirondelle et la Fondation Ndeke Luka.",https://cdn.onlineradiobox.com/img/logo/1/35231.v1.png,"pop,news,talk",French,http://www.radiondekeluka.org/,,https://twitter.com/RadioNdekeLuka,https://fr.wikipedia.org/wiki/Radio_Ndeke_Luka,,"Phone:  (+236) 75 50 56 54","Email:  s.panika@radiondekeluka.org",,cf
84,"Voice Radio",http://85.25.164.44/;,"Meilleure répertoire Pop 
AfroTrap, AfroPop, club, House
Rap et RnB.",https://cdn.onlineradiobox.com/img/logo/4/35224.v1.png,"r&#39,n&#39,b,pop,hip-hop",Sango,http://www.voiceradio.co/,https://www.facebook.com/voiceradioRCA/,https://twitter.com/voiceradiorca,,,,,,cf
85,"CMS Sanza Radio",http://listen.radionomy.com/sanza-radio,"Full spectrum afro/african, cuban and latin Jazz ! 
And diverse music related to Africa",https://cdn.onlineradiobox.com/img/logo/6/9226.png,"pop,jazz,african,latin",French,http://www.sanzaradio.org/,,,,,,,,cm
86,HAUT-NKAMFM,https://streaming.shoutcast.com/Thevoicefm?lang=fr-FR%2cfr%3bq%3d0.9%2cen-US%3bq%3d0.8%2cen%3bq%3d0.7,"HAUT-NKAMFM  est une radio locale basé a Bafang ouest Cameroun. Elle allie outil et agréable , diffuse en continu des programmes de divertissement et d’information.",https://cdn.onlineradiobox.com/img/logo/3/64153.v8.png,"pop,news,comedy,entertainment,hits",French,https://www.radionomy.com/fr/radio/thevoicefm/index,https://www.facebook.com/Thevoice-radio-officiel-124304701521634/,,,,"Numéro de téléphone: 00237 697335646","Email: kaktuzkhen4@yahoo.fr","ThevoiceFM est une radio locale basé a Bafang ouest Cameroun. Elle allie outil et agréable , diffuse en continu des programmes de divertissement et d’information.",cm
